status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4
246675545449582_1479588818824909,photo,2017-11-22 22:14:00,23,7,0,20,3,0,0,0,0,,,,
246675545449582_1477842952332829,photo,2017-11-21 01:37:00,266,25,0,250,11,5,0,0,0,,,,
246675545449582_1477788442338280,video,2017-11-21 00:22:00,378,512,30,348,27,2,0,0,1,,,,
246675545449582_1475847732532351,video,2017-11-18 22:32:00,421,709,30,373,45,2,0,1,0,,,,
246675545449582_1474958169287974,video,2017-11-18 01:23:00,1493,1979,753,1333,139,9,3,8,1,,,,
246675545449582_1472990009484790,photo,2017-11-16 00:01:00,76,17,0,76,0,0,0,0,0,,,,
246675545449582_1466481810135610,photo,2017-11-09 00:32:00,36,11,0,34,2,0,0,0,0,,,,
246675545449582_1460991780684613,photo,2017-11-02 21:22:00,19,8,0,18,0,0,1,0,0,,,,
246675545449582_1458408214276303,photo,2017-10-30 23:46:00,27,10,0,27,0,0,0,0,0,,,,
246675545449582_1454283141355477,photo,2017-10-26 12:02:00,117,2,53,108,9,0,0,0,0,,,,
246675545449582_1454277441356047,photo,2017-10-26 11:53:00,146,1,0,145,1,0,0,0,0,,,,
246675545449582_1453716178078840,photo,2017-10-25 22:45:00,166,0,13,151,7,0,0,8,0,,,,
246675545449582_1453707518079706,photo,2017-10-25 22:29:00,190,0,31,171,0,0,0,19,0,,,,
246675545449582_1452022754914849,photo,2017-10-24 03:55:00,217,16,0,213,4,0,0,0,0,,,,
246675545449582_1451936094923515,photo,2017-10-24 01:20:00,458,14,0,451,3,4,0,0,0,,,,
246675545449582_1451093285007796,photo,2017-10-23 03:52:00,553,15,0,538,12,3,0,0,0,,,,
246675545449582_1451078198342638,photo,2017-10-23 03:23:00,203,18,11,190,7,6,0,0,0,,,,
246675545449582_1450141395102985,photo,2017-10-22 00:38:00,1005,25,1,979,16,9,1,0,0,,,,
246675545449582_1450110585106066,video,2017-10-21 23:43:00,202,145,23,182,19,0,0,0,1,,,,
246675545449582_1449381378512320,photo,2017-10-21 03:19:00,428,14,0,419,4,5,0,0,0,,,,
246675545449582_1448675405249584,photo,2017-10-20 06:37:00,479,17,0,462,10,7,0,0,0,,,,
246675545449582_1448558785261246,video,2017-10-20 03:19:00,212,116,11,201,10,1,0,0,0,,,,
246675545449582_1447515715365553,video,2017-10-19 02:44:00,225,157,17,211,14,0,0,0,0,,,,
246675545449582_1446827718767686,video,2017-10-18 09:13:00,171,46,5,156,12,2,1,0,0,,,,
246675545449582_1446531832130608,video,2017-10-18 02:33:00,247,120,16,232,14,1,0,0,0,,,,
246675545449582_1445552635561861,video,2017-10-17 05:37:00,269,453,39,242,26,1,0,0,0,,,,
246675545449582_1445400822243709,video,2017-10-17 02:36:00,258,486,32,235,23,0,0,0,0,,,,
246675545449582_1445354408915017,photo,2017-10-17 01:47:00,109,2,1,104,5,0,0,0,0,,,,
246675545449582_1445261388924319,photo,2017-10-16 22:47:00,97,5,0,96,0,1,0,0,0,,,,
246675545449582_1444576748992783,video,2017-10-16 06:37:00,280,199,25,254,24,2,0,0,0,,,,
246675545449582_1444533065663818,video,2017-10-16 05:25:00,325,77,21,293,30,1,1,0,0,,,,
246675545449582_1444306942353097,photo,2017-10-15 22:58:00,51,11,0,51,0,0,0,0,0,,,,
246675545449582_1443547965762328,video,2017-10-15 02:27:00,280,825,47,243,35,1,1,0,0,,,,
246675545449582_1442942755822849,video,2017-10-14 10:37:00,688,0,0,632,34,0,0,22,0,,,,
246675545449582_1442580062525785,video,2017-10-14 03:35:00,365,805,46,320,39,1,3,0,2,,,,
246675545449582_1441410912642700,photo,2017-10-12 21:43:00,295,5,0,295,0,0,0,0,0,,,,
246675545449582_1440443499406108,photo,2017-10-11 22:21:00,27,14,0,26,1,0,0,0,0,,,,
246675545449582_1434870273296764,photo,2017-10-06 08:04:00,15,11,0,15,0,0,0,0,0,,,,
246675545449582_1433620366755088,photo,2017-10-04 23:19:00,16,12,0,16,0,0,0,0,0,,,,
246675545449582_1430023863781405,photo,2017-10-01 03:31:00,29,12,0,29,0,0,0,0,0,,,,
246675545449582_1429927933790998,video,2017-10-01 01:05:00,28,6,0,28,0,0,0,0,0,,,,
246675545449582_1428095953974196,photo,2017-09-28 23:21:00,8,8,0,8,0,0,0,0,0,,,,
246675545449582_1427202707396854,photo,2017-09-28 00:12:00,10,9,0,10,0,0,0,0,0,,,,
246675545449582_1426309230819535,photo,2017-09-26 22:39:00,39,8,0,39,0,0,0,0,0,,,,
246675545449582_1425407187576406,photo,2017-09-25 22:52:00,49,11,0,47,2,0,0,0,0,,,,
246675545449582_1423676417749483,video,2017-09-24 01:58:00,226,449,37,189,25,1,1,10,0,,,,
246675545449582_1423672414416550,video,2017-09-24 01:52:00,104,49,13,91,12,0,0,1,0,,,,
246675545449582_1422896067827518,photo,2017-09-23 03:56:00,251,17,0,244,7,0,0,0,0,,,,
246675545449582_1422753927841732,video,2017-09-23 00:09:00,244,589,48,213,29,1,1,0,0,,,,
246675545449582_1422162634567528,video,2017-09-22 08:48:00,252,558,41,204,45,1,1,0,1,,,,
246675545449582_1421238677993257,video,2017-09-21 08:22:00,121,15,4,114,4,2,1,0,0,,,,
246675545449582_1420966601353798,photo,2017-09-21 01:50:00,321,5,0,307,11,2,1,0,0,,,,
246675545449582_1420888391361619,photo,2017-09-21 00:26:00,103,8,3,99,4,0,0,0,0,,,,
246675545449582_1420827441367714,video,2017-09-20 23:43:00,136,31,16,122,14,0,0,0,0,,,,
246675545449582_1420707958046329,video,2017-09-20 21:25:00,337,247,27,300,35,1,1,0,0,,,,
246675545449582_1420240374759754,photo,2017-09-20 09:47:00,648,13,0,627,18,3,0,0,0,,,,
246675545449582_1419833428133782,video,2017-09-20 00:19:00,175,157,14,157,18,0,0,0,0,,,,
246675545449582_1419167851533673,video,2017-09-19 07:39:00,339,424,36,296,38,1,4,0,0,,,,
246675545449582_1419130778204047,photo,2017-09-19 06:44:00,341,3,0,331,8,2,0,0,0,,,,
246675545449582_1418903018226823,video,2017-09-19 00:40:00,177,131,27,150,27,0,0,0,0,,,,
246675545449582_1413298985453893,photo,2017-09-13 03:48:00,201,0,0,195,4,2,0,0,0,,,,
246675545449582_1413090338808091,photo,2017-09-12 22:34:00,43,7,0,41,2,0,0,0,0,,,,
246675545449582_1411323222318136,photo,2017-09-11 06:14:00,40,7,0,39,1,0,0,0,0,,,,
246675545449582_1408385109278614,photo,2017-09-07 22:52:00,58,14,0,57,1,0,0,0,0,,,,
246675545449582_1407672699349855,video,2017-09-07 04:21:00,403,525,42,363,36,1,3,0,0,,,,
246675545449582_1407589059358219,photo,2017-09-07 02:02:00,148,4,3,144,4,0,0,0,0,,,,
246675545449582_1407502582700200,photo,2017-09-06 23:14:00,150,24,2,144,6,0,0,0,0,,,,
246675545449582_1406975012752957,photo,2017-09-06 07:33:00,53,12,0,53,0,0,0,0,0,,,,
246675545449582_1406936809423444,status,2017-09-06 06:22:00,144,15,8,140,4,0,0,0,0,,,,
246675545449582_1406839432766515,video,2017-09-06 03:48:00,298,491,46,262,34,2,0,0,0,,,,
246675545449582_1406792459437879,photo,2017-09-06 02:02:00,171,4,1,166,5,0,0,0,0,,,,
246675545449582_1404391233011335,photo,2017-09-03 05:39:00,4410,633,257,4315,73,17,5,0,0,,,,
246675545449582_1401614789955646,video,2017-08-31 08:50:00,374,588,46,327,47,0,0,0,0,,,,
246675545449582_1400641396719652,photo,2017-08-30 08:38:00,181,20,0,180,1,0,0,0,0,,,,
246675545449582_1397536097030182,photo,2017-08-27 09:46:00,267,20,1,249,8,10,0,0,0,,,,
246675545449582_1397278180389307,photo,2017-08-27 04:54:00,60,7,0,59,1,0,0,0,0,,,,
246675545449582_1395111113939347,photo,2017-08-25 07:36:00,98,23,5,95,2,1,0,0,0,,,,
246675545449582_1394887663961692,video,2017-08-25 02:29:00,26,7,0,26,0,0,0,0,0,,,,
246675545449582_1393786207405171,photo,2017-08-24 02:18:00,255,18,0,244,11,0,0,0,0,,,,
246675545449582_1392897467494045,photo,2017-08-23 06:15:00,174,6,1,167,5,2,0,0,0,,,,
246675545449582_1392132690903856,photo,2017-08-22 10:59:00,64,5,1,59,5,0,0,0,0,,,,
246675545449582_1392113310905794,photo,2017-08-22 10:32:00,62,3,0,58,4,0,0,0,0,,,,
246675545449582_1391704667613325,video,2017-08-22 01:40:00,192,417,40,168,22,1,1,0,0,,,,
246675545449582_1391646507619141,photo,2017-08-22 00:09:00,110,18,6,110,0,0,0,0,0,,,,
246675545449582_1391645867619205,photo,2017-08-22 00:08:00,119,12,7,117,2,0,0,0,0,,,,
246675545449582_1389882727795519,photo,2017-08-20 04:41:00,42,11,0,41,0,1,0,0,0,,,,
246675545449582_1389639647819827,video,2017-08-19 23:14:00,234,355,34,178,52,2,0,1,1,,,,
246675545449582_1388231731293952,photo,2017-08-18 11:35:00,54,10,0,53,1,0,0,0,0,,,,
246675545449582_1388230471294078,photo,2017-08-18 11:33:00,82,8,0,80,1,0,0,1,0,,,,
246675545449582_1388082824642176,photo,2017-08-18 08:36:00,18,8,0,18,0,0,0,0,0,,,,
246675545449582_1385237634926695,photo,2017-08-15 09:58:00,147,17,7,141,5,1,0,0,0,,,,
246675545449582_1385219348261857,photo,2017-08-15 09:31:00,80,8,0,79,1,0,0,0,0,,,,
246675545449582_1384098221707303,video,2017-08-14 07:41:00,299,564,42,262,34,1,1,0,1,,,,
246675545449582_1382019818581810,photo,2017-08-12 02:40:00,629,11,1,607,18,4,0,0,0,,,,
246675545449582_1381793938604398,photo,2017-08-11 20:41:00,69,2,0,67,2,0,0,0,0,,,,
246675545449582_1381004085350050,video,2017-08-11 00:27:00,219,110,17,190,26,1,2,0,0,,,,
246675545449582_1380978478685944,photo,2017-08-10 23:39:00,30,2,0,27,3,0,0,0,0,,,,
246675545449582_1380462345404224,photo,2017-08-10 09:17:00,65,1,0,62,2,1,0,0,0,,,,
246675545449582_1380211685429290,photo,2017-08-10 03:03:00,161,7,0,153,8,0,0,0,0,,,,
246675545449582_1380140728769719,video,2017-08-10 01:24:00,398,605,30,348,44,3,3,0,0,,,,
246675545449582_1379424162174709,photo,2017-08-09 05:14:00,47,7,0,47,0,0,0,0,0,,,,
246675545449582_1379278652189260,photo,2017-08-09 01:45:00,182,3,4,177,5,0,0,0,0,,,,
246675545449582_1379165728867219,video,2017-08-08 22:24:00,317,158,32,269,47,1,0,0,0,,,,
246675545449582_1378449768938815,video,2017-08-08 05:13:00,571,888,107,459,107,1,1,1,2,,,,
246675545449582_1377472849036507,photo,2017-08-07 09:18:00,16,10,0,15,1,0,0,0,0,,,,
246675545449582_1375841469199645,photo,2017-08-06 01:08:00,30,9,0,30,0,0,0,0,0,,,,
246675545449582_1375825209201271,photo,2017-08-06 00:36:00,57,7,0,57,0,0,0,0,0,,,,
246675545449582_1374922852624840,photo,2017-08-05 01:44:00,74,6,3,74,0,0,0,0,0,,,,
246675545449582_1373053352811790,video,2017-08-03 04:50:00,368,911,50,317,50,1,0,0,0,,,,
246675545449582_1373040689479723,photo,2017-08-03 04:31:00,19,3,0,19,0,0,0,0,0,,,,
246675545449582_1372717162845409,photo,2017-08-02 22:18:00,176,3,0,175,0,1,0,0,0,,,,
246675545449582_1372031632913962,photo,2017-08-02 06:02:00,133,7,0,133,0,0,0,0,0,,,,
246675545449582_1371921179591674,photo,2017-08-02 02:54:00,162,6,2,158,3,1,0,0,0,,,,
246675545449582_1371785262938599,video,2017-08-01 23:33:00,734,996,73,601,116,11,6,0,0,,,,
246675545449582_1370957466354712,status,2017-08-01 00:57:00,42,16,9,41,1,0,0,0,0,,,,
246675545449582_1370352769748515,status,2017-07-31 09:50:00,33,6,3,31,2,0,0,0,0,,,,
246675545449582_1367261536724305,video,2017-07-28 01:10:00,29,6,1,29,0,0,0,0,0,,,,
246675545449582_1367178110065981,photo,2017-07-27 22:48:00,43,6,0,42,1,0,0,0,0,,,,
246675545449582_1366562330127559,photo,2017-07-27 08:08:00,14,6,0,13,1,0,0,0,0,,,,
246675545449582_1365608996889559,video,2017-07-26 09:01:00,475,574,48,406,63,4,2,0,0,,,,
246675545449582_1365207070263085,photo,2017-07-25 23:18:00,50,8,2,49,1,0,0,0,0,,,,
246675545449582_1365188530264939,photo,2017-07-25 22:46:00,94,23,6,94,0,0,0,0,0,,,,
246675545449582_1361306617319797,video,2017-07-22 08:50:00,303,34,3,291,11,1,0,0,0,,,,
246675545449582_1361198480663944,photo,2017-07-22 07:08:00,168,7,1,167,1,0,0,0,0,,,,
246675545449582_1360915977358861,photo,2017-07-21 23:32:00,248,14,0,241,7,0,0,0,0,,,,
246675545449582_1360313524085773,photo,2017-07-21 08:52:00,422,6,0,410,8,3,1,0,0,,,,
246675545449582_1360110617439397,photo,2017-07-21 04:20:00,189,3,0,184,2,0,3,0,0,,,,
246675545449582_1360055367444922,photo,2017-07-21 02:59:00,390,17,2,382,5,3,0,0,0,,,,
246675545449582_1359829454134180,photo,2017-07-20 23:30:00,618,28,0,597,14,7,0,0,0,,,,
246675545449582_1359179027532556,photo,2017-07-20 08:59:00,191,2,2,188,2,1,0,0,0,,,,
246675545449582_1356963477754111,video,2017-07-18 07:53:00,321,1381,67,275,44,1,1,0,0,,,,
246675545449582_1354347211349071,photo,2017-07-16 02:18:00,364,7,2,347,15,2,0,0,0,,,,
246675545449582_1351151295001996,photo,2017-07-13 00:11:00,51,10,0,51,0,0,0,0,0,,,,
246675545449582_1350461668404292,video,2017-07-12 07:59:00,282,524,38,247,34,0,1,0,0,,,,
246675545449582_1347432472040545,photo,2017-07-09 07:26:00,369,14,1,362,7,0,0,0,0,,,,
246675545449582_1346580615459064,photo,2017-07-08 08:41:00,138,16,6,133,4,1,0,0,0,,,,
246675545449582_1343559165761209,photo,2017-07-05 09:15:00,96,9,1,93,1,2,0,0,0,,,,
246675545449582_1342399675877158,photo,2017-07-04 05:55:00,186,11,0,184,1,1,0,0,0,,,,
246675545449582_1342236625893463,photo,2017-07-04 01:30:00,487,15,0,461,14,12,0,0,0,,,,
246675545449582_1342150709235388,video,2017-07-03 23:23:00,282,19,4,257,20,3,2,0,0,,,,
246675545449582_1332714503512342,photo,2017-06-26 04:06:00,383,8,1,367,13,3,0,0,0,,,,
246675545449582_1332163873567405,photo,2017-06-25 11:49:00,216,0,1,211,5,0,0,0,0,,,,
246675545449582_1332070653576727,photo,2017-06-25 09:47:00,48,0,0,45,2,1,0,0,0,,,,
246675545449582_1331955210254938,video,2017-06-25 07:42:00,885,462,26,659,220,0,2,0,0,,,,
246675545449582_1331929853590807,photo,2017-06-25 07:02:00,185,11,1,175,10,0,0,0,0,,,,
246675545449582_1331853133598479,photo,2017-06-25 04:58:00,259,1,1,251,7,0,1,0,0,,,,
246675545449582_1331760736941052,photo,2017-06-25 02:48:00,299,9,0,291,8,0,0,0,0,,,,
246675545449582_1331658313617961,photo,2017-06-24 23:41:00,199,9,1,186,13,0,0,0,0,,,,
246675545449582_1330910960359363,photo,2017-06-24 04:34:00,717,40,1,680,30,7,0,0,0,,,,
246675545449582_1329160057201120,photo,2017-06-22 06:34:00,155,2,0,150,5,0,0,0,0,,,,
246675545449582_1328148713968921,photo,2017-06-21 04:15:00,293,8,0,282,11,0,0,0,0,,,,
246675545449582_1325518754231917,photo,2017-06-18 11:48:00,243,6,0,237,5,1,0,0,0,,,,
246675545449582_1320853268031799,photo,2017-06-13 23:17:00,264,2,0,256,2,5,0,0,0,,,,
246675545449582_1319907678126358,photo,2017-06-13 01:31:00,313,3,0,297,7,6,0,0,0,,,,
246675545449582_1319282378188888,photo,2017-06-12 09:38:00,208,1,0,201,7,0,0,0,0,,,,
246675545449582_1319278494855943,photo,2017-06-12 09:33:00,216,0,0,209,6,1,0,0,0,,,,
246675545449582_1319045328212593,photo,2017-06-12 05:08:00,247,6,0,234,9,1,0,0,0,,,,
246675545449582_1318896854894107,photo,2017-06-12 01:38:00,152,1,0,146,5,1,0,0,0,,,,
246675545449582_1318160668301059,photo,2017-06-11 07:04:00,387,3,0,368,16,1,0,0,0,,,,
246675545449582_1317164368400689,photo,2017-06-10 08:19:00,178,9,0,170,6,0,0,0,0,,,,
246675545449582_1317039571746502,photo,2017-06-10 06:00:00,218,4,0,212,5,1,0,0,0,,,,
246675545449582_1316848781765581,photo,2017-06-10 01:08:00,270,3,0,256,10,3,0,0,0,,,,
246675545449582_1315331711917288,photo,2017-06-08 09:26:00,351,4,1,344,6,0,0,0,0,,,,
246675545449582_1315158578601268,photo,2017-06-08 05:29:00,232,0,2,224,8,0,0,0,0,,,,
246675545449582_1315153498601776,photo,2017-06-08 05:22:00,252,3,0,244,4,4,0,0,0,,,,
246675545449582_1315090955274697,photo,2017-06-08 03:27:00,122,0,0,114,8,0,0,0,0,,,,
246675545449582_1314302952020164,photo,2017-06-07 07:28:00,209,4,0,199,9,1,0,0,0,,,,
246675545449582_1314133352037124,photo,2017-06-07 02:36:00,305,5,1,295,10,0,0,0,0,,,,
246675545449582_1312235792226880,photo,2017-06-05 06:43:00,71,10,2,70,1,0,0,0,0,,,,
246675545449582_1306375336146259,photo,2017-05-30 01:21:00,290,12,0,275,13,1,1,0,0,,,,
246675545449582_1298172296966563,photo,2017-05-21 23:05:00,67,6,3,66,0,1,0,0,0,,,,
246675545449582_1297316837052109,photo,2017-05-21 05:53:00,783,11,0,752,30,1,0,0,0,,,,
246675545449582_1289646377819155,photo,2017-05-14 03:14:00,77,2,0,76,1,0,0,0,0,,,,
246675545449582_1288754317908361,video,2017-05-13 03:21:00,22,0,0,22,0,0,0,0,0,,,,
246675545449582_1287866294663830,photo,2017-05-12 04:17:00,103,0,0,100,2,1,0,0,0,,,,
246675545449582_1286953054755154,video,2017-05-11 03:55:00,32,0,2,32,0,0,0,0,0,,,,
246675545449582_1286800308103762,photo,2017-05-10 22:46:00,239,5,2,229,8,0,0,2,0,,,,
246675545449582_1285927694857690,photo,2017-05-10 02:48:00,111,6,0,110,1,0,0,0,0,,,,
